id,player_id,game_date,amount,currency,provider_id,game_id
50,231,2024-01-11,242.4,EUR,5,22
51,863,2023-07-11,174.77,GBP,1,2
52,21,2023-04-27,183.09,USD,6,26
53,387,2023-04-23,406.26,EUR,4,2
54,281,2023-01-09,283.09,USD,4,12
55,683,2024-02-03,435.9,EUR,8,20
56,912,2023-01-01,112.61,RUB,7,38
57,487,2023-03-25,32.27,GBP,9,14
58,378,2023-01-24,462.23,USD,6,10
59,615,2023-01-16,389.91,USD,7,20
60,759,2023-02-13,56.35,RUB,8,5
61,157,2023-12-20,34.55,USD,7,10
62,669,2024-02-09,19.03,USD,5,21
63,563,2023-12-31,365.09,USD,5,45
64,461,2023-07-30,20.59,RUB,7,43
65,704,2023-03-16,289.6,RUB,8,31
66,781,2023-10-15,419.77,USD,6,33
67,669,2023-01-01,402.46,USD,9,23
68,310,2023-01-18,445.98,GBP,4,30
69,730,2023-05-12,292.87,EUR,4,3
70,153,2023-06-18,332.99,EUR,3,36
71,536,2023-07-09,56.27,EUR,9,38
72,270,2023-02-15,127.32,GBP,9,4
73,645,2024-02-26,122.12,USD,1,7
74,63,2024-02-01,352.04,USD,8,50
75,381,2023-07-24,308.45,GBP,3,43
76,661,2023-06-28,489.7,RUB,4,5
77,154,2023-05-15,92.93,USD,2,42
78,367,2023-07-09,302.99,USD,4,27
79,620,2023-06-01,425.56,EUR,10,47
80,742,2023-04-23,197.05,GBP,7,26
81,837,2023-02-28,463.66,GBP,5,49
82,797,2023-08-27,498.87,GBP,9,14
83,249,2023-04-06,300.69,RUB,10,6
84,457,2024-02-01,371.3,GBP,1,46
85,184,2023-01-27,473.36,USD,5,19
86,282,2023-08-30,267.64,RUB,6,22
87,533,2023-09-29,446.7,USD,4,18
88,636,2023-05-15,380.74,GBP,2,1
89,88,2023-01-31,130.68,EUR,3,18
90,270,2023-10-11,420.25,USD,4,46
91,307,2024-02-28,388.86,GBP,2,31
92,493,2024-01-25,159.26,EUR,10,21
93,112,2024-01-16,450.3,USD,5,34
94,934,2024-01-07,313.81,GBP,2,21
95,631,2023-07-12,297.27,EUR,7,8
96,552,2024-01-20,477.74,EUR,4,38
97,995,2023-10-04,491.11,USD,6,49
98,603,2024-02-06,276.87,USD,9,36
99,431,2023-04-17,240.73,RUB,6,7
100,820,2023-07-09,53.0,USD,4,38
101,101,2024-01-25,225.46,EUR,5,26
102,52,2023-04-19,168.51,RUB,2,35
103,534,2023-05-04,96.91,RUB,8,42
104,790,2023-11-29,23.47,EUR,8,25
105,328,2023-11-13,474.53,EUR,10,3
106,839,2024-01-01,406.9,RUB,10,1
107,432,2023-12-19,68.05,USD,2,5
108,294,2023-03-24,299.04,RUB,9,14
109,765,2023-01-23,5.96,EUR,6,17
110,822,2023-10-15,277.96,RUB,3,14
111,687,2023-06-22,18.7,USD,4,49
112,761,2023-01-21,290.99,USD,1,20
113,75,2023-10-14,181.73,USD,5,38
114,938,2023-01-03,438.27,RUB,10,50
115,630,2023-03-12,205.89,USD,7,4
116,295,2023-12-27,375.56,EUR,8,11
117,110,2023-11-24,13.35,RUB,4,35
118,262,2023-11-29,397.25,GBP,9,35
119,361,2023-04-23,179.31,RUB,5,19
120,443,2023-10-04,307.57,EUR,6,14
121,228,2023-07-01,247.8,USD,8,48
122,775,2023-04-01,220.8,RUB,10,42
123,416,2024-02-20,80.08,EUR,1,25
124,128,2023-06-25,459.25,USD,3,3
125,779,2023-08-06,491.68,RUB,9,19
126,662,2023-05-16,234.26,EUR,8,2
127,321,2023-05-05,231.72,GBP,8,40
128,490,2023-03-11,111.58,GBP,9,1
129,536,2024-01-31,4.16,GBP,8,14
130,182,2023-03-21,73.76,RUB,2,42
131,870,2023-01-15,135.9,GBP,8,26
132,91,2023-03-24,157.47,RUB,8,10
133,883,2023-01-02,33.12,EUR,6,15
134,701,2023-05-09,260.44,RUB,2,20
135,645,2023-01-19,76.86,GBP,10,26
136,113,2023-03-26,459.33,RUB,7,20
137,869,2023-10-01,103.72,RUB,2,40
138,403,2023-06-06,453.71,GBP,7,16
139,786,2023-10-29,174.94,GBP,5,8
140,433,2023-09-06,247.58,EUR,5,11
141,468,2023-10-28,408.27,GBP,9,13
142,836,2024-01-02,58.06,GBP,3,7
143,903,2023-10-29,307.62,GBP,3,1
144,791,2023-10-10,419.87,USD,2,22
145,563,2023-10-28,318.45,RUB,6,39
146,651,2023-05-19,220.29,RUB,3,12
147,513,2023-04-24,100.83,GBP,8,23
148,998,2023-12-30,400.11,RUB,6,33
149,168,2023-10-10,414.21,EUR,8,11
150,280,2024-01-31,404.58,GBP,10,29
151,114,2023-12-17,457.4,GBP,2,13
152,224,2023-04-23,141.85,RUB,1,18
153,698,2023-12-12,272.3,GBP,9,43
154,848,2023-12-02,150.13,EUR,9,40
155,234,2023-04-15,241.1,EUR,5,6
156,580,2023-02-05,314.49,GBP,9,42
157,989,2023-04-11,329.89,GBP,9,35
158,977,2023-02-22,258.46,EUR,3,49
159,472,2023-11-19,24.82,GBP,2,14
160,844,2023-06-16,125.79,GBP,7,21
161,300,2023-04-24,277.26,USD,9,5
162,899,2023-03-05,169.86,USD,6,30
163,354,2024-02-25,303.53,USD,6,21
164,115,2023-09-05,258.79,RUB,2,12
165,674,2023-12-31,238.45,EUR,3,40
166,49,2023-09-17,24.74,USD,5,48
167,41,2023-06-19,26.41,EUR,4,15
168,818,2023-02-21,118.71,GBP,4,20
169,918,2024-02-04,16.64,RUB,3,36
170,682,2023-03-03,284.66,EUR,5,30
171,657,2023-10-06,121.82,RUB,2,45
172,753,2023-03-14,466.74,USD,10,15
173,948,2023-05-09,380.07,GBP,8,21
174,651,2023-05-06,83.64,GBP,2,34
175,386,2024-01-05,437.54,USD,5,49
176,286,2023-04-20,138.74,RUB,4,26
177,439,2023-11-10,139.67,USD,10,9
178,964,2023-09-22,268.33,USD,5,41
179,791,2023-07-15,143.86,GBP,1,40
180,91,2023-09-11,219.04,GBP,3,36
181,86,2023-10-13,98.97,EUR,3,5
182,170,2023-01-23,475.27,RUB,7,7
183,468,2023-04-25,113.85,RUB,5,45
184,856,2023-04-09,313.31,GBP,1,1
185,653,2023-02-12,86.18,EUR,8,12
186,728,2023-07-16,68.21,RUB,6,7
187,609,2023-04-06,303.8,RUB,4,7
188,86,2023-05-04,470.98,USD,1,47
189,407,2023-01-18,306.29,EUR,1,42
190,137,2023-01-28,435.34,GBP,4,41
191,35,2023-09-14,397.98,RUB,7,6
192,897,2023-05-20,413.61,GBP,7,35
193,361,2023-12-07,124.09,USD,8,24
194,870,2024-02-05,407.55,EUR,10,41
195,559,2023-07-14,318.25,GBP,9,20
196,544,2023-10-21,110.38,USD,7,1
197,38,2023-12-30,74.45,USD,2,42
198,945,2024-02-10,104.65,USD,2,39
199,18,2023-03-15,30.33,USD,5,15
200,754,2023-12-12,416.39,GBP,1,46
201,419,2024-01-27,474.23,USD,5,44
202,139,2023-02-20,171.96,EUR,10,31
203,744,2023-12-03,435.47,USD,9,19
204,703,2024-01-19,21.75,USD,3,32
205,822,2024-02-02,128.71,GBP,7,30
206,220,2023-10-21,167.5,USD,10,41
207,166,2024-02-01,351.39,GBP,1,47
208,209,2023-03-01,157.23,USD,4,6
209,626,2023-05-13,465.04,EUR,5,8
210,510,2023-03-08,77.23,EUR,10,28
211,871,2023-07-28,324.75,GBP,8,32
212,43,2023-03-02,265.89,EUR,4,40
213,48,2023-04-15,477.66,RUB,8,48
214,572,2023-07-01,205.92,RUB,5,43
215,221,2023-01-27,337.27,GBP,5,27
216,217,2023-07-23,395.89,EUR,4,46
217,611,2023-03-16,163.78,GBP,9,50
218,466,2023-04-25,223.25,USD,10,48
219,383,2023-06-01,424.66,EUR,8,8
220,817,2023-10-25,126.66,USD,9,36
221,813,2023-06-25,261.23,USD,9,37
222,512,2023-07-16,46.27,RUB,3,35
223,171,2023-01-19,106.21,USD,1,40
224,195,2023-10-14,294.42,USD,7,27
225,315,2023-06-27,479.85,EUR,10,27
226,307,2023-04-30,381.8,USD,8,11
227,843,2023-05-17,151.54,EUR,10,49
228,294,2023-03-04,299.97,GBP,5,20
229,379,2023-04-18,181.48,RUB,5,41
230,679,2023-11-14,256.29,GBP,7,24
231,635,2023-03-06,338.5,EUR,4,3
232,614,2024-02-10,476.34,GBP,6,46
233,621,2023-10-22,77.69,GBP,9,45
234,549,2023-10-05,494.3,EUR,3,4
235,759,2023-04-01,56.51,EUR,2,36
236,655,2024-02-06,332.78,EUR,9,18
237,656,2023-08-01,52.77,USD,9,2
238,455,2024-02-06,154.22,RUB,7,42
239,77,2023-09-06,10.99,USD,7,11
240,887,2023-08-21,407.1,EUR,10,8
241,331,2024-02-24,271.86,EUR,1,9
242,602,2023-03-31,439.31,GBP,8,49
243,836,2023-04-02,287.77,GBP,8,18
244,241,2023-02-25,226.66,USD,9,6
245,200,2023-12-14,330.19,USD,2,11
246,233,2023-10-09,243.71,USD,4,47
247,118,2023-05-17,487.01,GBP,2,35
248,888,2023-10-27,136.89,EUR,8,48
249,52,2023-07-04,9.83,EUR,4,43
250,184,2023-11-09,56.94,RUB,2,12
251,82,2023-09-03,314.54,EUR,3,9
252,291,2023-12-25,192.26,EUR,3,24
253,979,2024-01-30,478.22,USD,9,30
254,892,2023-02-03,280.74,GBP,1,43
255,74,2023-01-25,379.92,USD,4,10
256,775,2023-05-20,385.68,EUR,7,1
257,199,2024-01-04,466.13,USD,3,24
258,109,2024-01-09,378.18,RUB,7,23
259,92,2024-01-21,296.72,RUB,8,8
260,771,2023-11-01,59.91,USD,9,40
261,704,2023-01-31,205.65,RUB,7,36
262,349,2023-11-15,265.31,EUR,2,29
263,823,2023-07-27,17.96,EUR,8,35
264,599,2024-01-29,455.24,RUB,7,50
265,74,2023-01-13,135.61,GBP,4,21
266,306,2023-09-06,427.23,RUB,6,12
267,793,2023-03-16,34.37,USD,10,15
268,7,2023-02-23,40.66,USD,6,27
269,217,2023-08-28,134.15,EUR,5,11
270,202,2023-07-29,443.79,GBP,3,18
271,309,2024-02-29,81.33,USD,4,34
272,485,2023-05-14,184.98,USD,1,18
273,765,2023-06-29,434.05,RUB,2,45
274,749,2023-12-27,161.81,RUB,10,12
275,738,2023-06-25,234.12,USD,10,3
276,230,2023-12-03,285.17,GBP,8,34
277,20,2023-12-21,65.93,RUB,1,38
278,144,2023-11-15,328.03,EUR,3,27
279,53,2023-10-12,310.33,EUR,10,22
280,217,2023-01-23,165.9,GBP,6,44
281,100,2023-06-05,389.83,RUB,8,28
282,339,2024-02-02,334.62,GBP,10,2
283,335,2023-09-21,10.44,RUB,8,25
284,74,2023-08-15,252.82,RUB,2,39
285,596,2023-07-01,485.85,USD,1,3
286,535,2023-01-05,178.51,USD,9,19
287,165,2023-09-19,129.47,GBP,8,24
288,530,2023-08-25,355.98,GBP,2,3
289,964,2024-02-12,112.37,EUR,8,4
290,857,2023-05-22,11.06,RUB,6,16
291,824,2023-08-13,359.21,RUB,5,43
292,320,2023-09-24,401.8,RUB,1,49
293,982,2023-02-24,298.06,USD,6,38
294,467,2024-02-28,179.45,GBP,1,3
295,596,2023-04-26,363.18,GBP,7,38
296,609,2023-10-03,482.73,RUB,5,36
297,102,2023-04-25,81.04,USD,7,8
298,419,2023-04-14,204.15,USD,5,18
299,689,2023-09-30,200.71,GBP,6,11
300,543,2023-03-21,445.28,USD,2,44
301,810,2023-02-09,465.24,EUR,10,11
302,82,2023-07-21,4.13,RUB,10,45
303,732,2023-09-18,471.2,GBP,10,49
304,425,2023-07-26,290.07,GBP,10,15
305,257,2023-04-08,264.81,USD,6,17
306,68,2023-11-19,344.28,EUR,10,46
307,304,2023-02-11,371.45,EUR,1,16
308,958,2023-08-06,289.02,RUB,8,31
309,420,2023-10-04,345.03,GBP,6,7
310,617,2023-09-16,385.46,EUR,9,24
311,726,2023-12-27,396.04,EUR,7,44
312,481,2024-02-11,114.54,RUB,5,43
313,871,2023-01-24,55.94,EUR,9,19
314,854,2023-06-16,22.12,RUB,10,15
315,381,2023-02-21,118.86,GBP,3,10
316,304,2023-09-19,318.56,GBP,7,40
317,276,2024-01-07,201.11,USD,9,11
318,638,2024-02-08,148.55,RUB,5,36
319,69,2023-10-30,286.3,USD,7,43
320,369,2024-01-28,166.77,RUB,8,6
321,461,2023-03-31,437.39,EUR,10,41
322,77,2023-04-12,65.74,EUR,2,45
323,540,2023-12-15,406.74,GBP,3,1
324,565,2023-12-01,25.34,USD,2,25
325,241,2023-01-23,160.61,EUR,8,26
326,965,2023-03-27,32.03,GBP,2,49
327,681,2023-11-22,252.64,GBP,2,2
328,161,2023-04-10,216.54,RUB,1,27
329,907,2023-04-28,341.16,GBP,8,22
330,183,2023-05-06,217.37,GBP,3,48
331,651,2023-11-02,282.51,EUR,9,50
332,424,2023-09-30,213.8,RUB,8,1
333,239,2023-06-09,63.05,RUB,4,7
334,563,2024-02-07,7.04,EUR,5,20
335,381,2023-10-24,208.47,EUR,2,22
336,336,2023-04-04,153.72,RUB,5,16
337,816,2023-10-03,283.9,GBP,5,40
338,533,2023-07-17,417.64,RUB,9,21
339,10,2023-05-16,220.54,GBP,6,17
340,537,2024-01-30,461.3,USD,6,15
341,166,2024-01-04,370.44,EUR,2,28
342,985,2023-10-05,49.97,GBP,8,8
343,176,2023-05-03,197.15,USD,6,24
344,788,2023-07-22,230.87,EUR,6,47
345,785,2023-04-17,272.48,EUR,9,8
346,737,2023-10-02,268.83,USD,1,14
347,278,2023-12-26,498.92,EUR,9,6
348,734,2023-05-21,23.43,RUB,5,8
349,243,2023-10-13,366.37,RUB,2,43
350,987,2023-08-04,425.67,GBP,8,32
351,382,2023-08-02,276.89,EUR,2,49
352,131,2023-08-10,109.96,RUB,2,5
353,168,2023-08-04,401.79,USD,10,22
354,229,2023-11-26,87.97,EUR,5,27
355,71,2024-02-05,321.36,EUR,6,2
356,215,2023-10-08,477.82,EUR,2,34
357,984,2023-07-29,434.04,RUB,6,46
358,639,2023-01-07,247.94,USD,3,46
359,303,2023-01-02,419.44,EUR,2,4
360,573,2023-11-13,464.21,RUB,10,11
361,646,2023-04-19,236.66,RUB,9,26
362,871,2023-05-15,143.13,USD,2,16
363,124,2023-04-03,169.86,EUR,5,13
364,336,2023-03-22,418.96,USD,2,36
365,114,2023-07-13,109.8,EUR,3,1
366,831,2023-08-17,440.21,RUB,4,43
367,55,2023-07-08,91.87,GBP,1,10
368,723,2023-05-08,405.86,GBP,3,40
369,10,2023-09-14,448.6,GBP,2,46
370,662,2023-12-04,232.27,USD,6,45
371,959,2023-03-08,312.82,USD,6,41
372,43,2023-10-13,27.47,GBP,7,30
373,977,2023-09-25,116.18,USD,4,20
374,1000,2023-04-20,405.12,GBP,6,33
375,109,2023-03-29,354.52,USD,1,23
376,406,2023-01-05,146.42,EUR,4,9
377,346,2023-10-13,226.77,GBP,1,23
378,508,2023-01-31,40.3,EUR,10,27
379,881,2024-02-02,452.24,EUR,5,5
380,801,2023-06-25,277.08,RUB,4,41
381,773,2023-04-26,344.9,GBP,5,37
382,419,2023-05-04,305.28,USD,1,20
383,700,2024-02-16,37.95,RUB,2,34
384,243,2024-01-20,425.04,EUR,9,12
385,727,2023-06-06,392.94,GBP,10,39
386,519,2023-04-15,121.94,GBP,7,32
387,839,2023-09-25,341.76,EUR,4,16
388,210,2023-04-02,289.71,GBP,3,10
389,277,2023-03-05,372.75,USD,9,29
390,355,2023-08-15,437.15,GBP,10,14
391,636,2023-07-01,165.61,RUB,5,24
392,94,2023-10-01,8.48,RUB,5,48
393,113,2023-01-31,310.32,GBP,8,28
394,341,2023-10-05,52.37,EUR,7,29
395,792,2023-08-09,309.46,EUR,8,30
396,123,2023-02-26,141.48,RUB,5,1
397,106,2023-10-22,227.76,USD,9,2
398,105,2023-01-11,479.98,USD,7,13
399,66,2023-04-18,305.56,USD,2,12
400,412,2023-01-04,203.45,RUB,6,50
401,786,2023-08-15,308.85,RUB,9,33
402,947,2024-02-12,164.8,EUR,5,45
403,523,2023-10-07,13.85,GBP,9,4
404,800,2023-01-02,106.32,GBP,6,25
405,34,2023-02-02,362.29,EUR,5,17
406,865,2023-04-11,293.47,EUR,3,41
407,515,2023-12-01,326.56,GBP,10,40
408,303,2023-02-15,430.75,USD,3,16
409,936,2023-05-31,304.71,EUR,6,4
410,233,2023-11-12,181.76,EUR,3,38
411,754,2024-02-10,199.92,RUB,10,36
412,603,2023-12-15,203.02,GBP,5,50
413,302,2024-02-17,66.89,EUR,7,45
414,1000,2023-09-22,21.18,EUR,2,16
415,530,2023-01-26,106.91,EUR,8,16
416,670,2024-02-22,2.38,EUR,9,47
417,743,2023-12-18,8.77,USD,8,3
418,990,2023-09-23,170.94,USD,7,25
419,31,2023-08-03,393.68,GBP,4,7
420,377,2023-12-15,374.78,GBP,5,4
421,435,2023-04-10,390.96,EUR,8,5
422,834,2024-01-25,220.73,EUR,3,49
423,426,2023-07-24,264.89,GBP,1,14
424,417,2024-02-24,182.67,GBP,5,28
425,797,2023-12-08,266.43,RUB,5,28
426,414,2023-01-28,16.52,EUR,8,38
427,213,2023-05-18,395.51,EUR,5,18
428,371,2023-09-29,5.3,EUR,4,17
429,475,2023-09-10,66.35,RUB,5,17
430,287,2023-06-15,359.51,EUR,6,37
431,127,2024-02-22,144.31,EUR,1,42
432,945,2023-04-03,325.14,USD,2,44
433,670,2024-01-06,355.07,RUB,3,18
434,650,2023-10-16,404.04,GBP,8,36
435,335,2023-01-23,481.71,RUB,4,30
436,980,2023-03-30,492.54,GBP,5,37
437,756,2023-11-16,87.03,RUB,1,7
438,854,2023-08-02,279.81,USD,9,37
439,383,2023-07-11,139.75,RUB,5,16
440,975,2023-05-22,498.7,RUB,9,42
441,165,2023-09-23,436.61,RUB,9,5
442,349,2023-08-01,161.9,RUB,9,49
443,378,2024-02-09,267.54,RUB,4,50
444,649,2024-01-28,272.54,RUB,2,1
445,589,2023-04-30,82.72,GBP,1,31
446,573,2023-05-17,183.22,USD,4,8
447,463,2023-10-10,435.93,EUR,7,50
448,151,2023-04-13,336.62,RUB,3,1
449,411,2023-10-13,210.62,RUB,6,27
450,275,2023-08-19,378.76,USD,7,45
451,347,2023-10-20,400.8,GBP,3,36
452,975,2023-08-03,346.15,USD,7,27
453,676,2023-07-24,308.74,USD,1,37
454,233,2023-03-09,359.19,GBP,9,33
455,750,2023-04-09,488.17,RUB,4,18
456,576,2023-08-29,285.27,GBP,2,14
457,71,2023-02-01,497.48,USD,5,42
458,53,2024-01-28,295.34,GBP,5,6
459,492,2023-07-02,140.48,RUB,5,45
460,979,2023-06-06,360.18,EUR,6,10
461,381,2023-02-15,36.92,EUR,7,21
462,296,2023-09-14,328.23,RUB,4,40
463,687,2023-08-01,89.36,RUB,8,38
464,463,2024-02-27,292.74,EUR,5,17
465,73,2023-09-12,67.79,RUB,10,27
466,257,2023-04-11,446.87,EUR,3,47
467,237,2023-05-05,99.92,GBP,5,8
468,185,2024-02-28,33.29,GBP,7,4
469,836,2023-01-28,295.76,USD,6,3
470,108,2023-03-03,363.45,USD,8,47
471,614,2023-12-29,447.48,RUB,5,32
472,226,2023-04-26,372.62,EUR,6,14
473,854,2024-01-27,443.82,GBP,4,9
474,286,2023-10-23,318.84,RUB,7,8
475,593,2023-01-14,218.63,GBP,4,33
476,532,2024-02-03,200.37,GBP,8,43
477,774,2023-01-20,450.94,EUR,7,34
478,362,2023-08-18,268.71,RUB,3,33
479,962,2023-09-06,70.58,RUB,1,32
480,413,2024-02-16,235.69,GBP,6,25
481,7,2023-11-03,22.45,USD,3,43
482,909,2023-07-10,373.04,USD,9,25
483,517,2023-02-14,62.17,EUR,4,32
484,292,2023-04-05,11.88,GBP,6,47
485,712,2023-03-14,19.3,GBP,1,30
486,994,2023-06-14,325.13,GBP,7,11
487,493,2023-10-05,275.2,USD,6,44
488,107,2023-01-08,65.06,RUB,3,6
489,778,2024-01-10,180.76,EUR,8,26
490,371,2024-02-21,114.59,GBP,6,17
491,449,2023-09-30,431.34,GBP,6,49
492,122,2023-01-21,466.57,USD,2,36
493,562,2024-02-28,59.55,GBP,5,19
494,851,2024-01-24,235.92,USD,8,35
495,382,2024-01-17,393.21,RUB,6,3
496,52,2023-06-10,63.54,EUR,8,39
497,687,2023-12-31,361.89,USD,9,48
498,809,2023-12-28,442.13,RUB,4,46
499,907,2023-09-16,401.98,USD,8,21
500,935,2023-03-21,408.69,EUR,3,31
501,534,2023-07-02,344.96,EUR,7,49
502,919,2023-03-23,219.24,GBP,3,25
503,249,2023-04-30,497.16,RUB,9,18
504,526,2023-10-13,321.86,RUB,6,32
505,872,2024-02-21,142.72,RUB,4,50
506,414,2023-03-13,176.79,GBP,2,41
507,59,2023-09-26,93.53,GBP,3,11
508,423,2023-11-25,306.4,GBP,6,12
509,255,2023-09-28,363.11,GBP,10,12
510,852,2023-01-06,277.59,EUR,2,48
511,92,2023-02-13,362.81,GBP,5,8
512,98,2024-02-29,90.26,EUR,3,49
513,668,2023-09-04,275.78,EUR,3,35
514,83,2023-09-08,345.59,USD,3,7
515,908,2023-12-15,338.75,EUR,2,12
516,724,2023-08-23,122.29,USD,9,21
517,883,2023-01-17,322.17,USD,2,9
518,454,2023-09-30,269.96,GBP,2,45
519,810,2023-07-12,479.3,GBP,6,25
520,996,2024-02-22,164.1,RUB,2,50
521,145,2023-09-17,437.41,USD,7,13
522,69,2024-01-04,1.5,GBP,9,22
523,278,2024-02-15,352.11,EUR,9,44
524,243,2023-02-28,49.06,USD,8,5
525,990,2023-11-04,247.0,RUB,5,31
526,377,2023-04-25,206.85,EUR,8,45
527,998,2023-02-08,119.48,EUR,3,7
528,378,2023-08-28,350.49,USD,3,45
529,609,2023-07-20,282.24,EUR,1,47
530,43,2023-11-23,43.52,EUR,5,1
531,591,2023-06-07,184.97,GBP,2,5
532,680,2023-07-12,379.08,GBP,1,14
533,436,2023-01-20,470.66,USD,9,14
534,184,2024-01-25,169.61,EUR,8,38
535,761,2023-07-11,326.13,GBP,4,4
536,329,2023-06-12,148.36,EUR,7,37
537,3,2023-02-14,93.7,RUB,3,38
538,24,2023-03-24,261.6,RUB,2,2
539,642,2024-01-13,200.27,GBP,6,42
540,516,2023-06-23,283.93,GBP,7,49
541,851,2023-07-06,49.9,USD,1,5
542,4,2023-09-07,95.13,GBP,5,45
543,576,2024-01-30,412.26,USD,2,44
544,685,2024-01-15,354.67,USD,5,26
545,170,2023-08-08,55.77,GBP,10,42
546,37,2023-01-20,34.45,EUR,3,28
547,647,2023-09-08,397.79,USD,7,27
548,754,2024-01-15,37.4,GBP,8,11
549,991,2023-06-24,454.35,GBP,4,17
550,573,2023-09-30,139.3,USD,8,32
551,851,2023-02-15,116.62,RUB,10,9
552,249,2023-10-07,333.04,EUR,5,48
553,412,2023-02-09,284.43,RUB,2,27
554,204,2023-09-03,447.55,RUB,5,2
555,787,2023-08-01,460.71,GBP,4,49
556,976,2023-02-06,122.38,RUB,6,3
557,87,2023-03-26,395.95,GBP,10,30
558,554,2024-01-11,7.81,GBP,1,10
559,22,2023-06-11,382.75,USD,2,24
560,28,2023-08-24,196.74,EUR,3,48
561,940,2023-02-08,456.64,RUB,4,18
562,72,2024-02-03,236.93,USD,10,50
563,669,2023-01-18,452.88,RUB,9,34
564,148,2023-05-02,109.59,EUR,3,38
565,852,2023-04-04,87.42,GBP,5,2
566,880,2023-07-22,352.72,EUR,3,49
567,491,2023-09-11,206.01,EUR,2,23
568,190,2023-09-03,335.55,EUR,4,33
569,977,2023-06-18,129.66,EUR,3,38
570,666,2023-12-14,216.87,GBP,6,40
571,604,2023-11-28,192.35,RUB,3,49
572,164,2023-11-14,339.99,GBP,4,34
573,792,2023-03-24,449.06,GBP,8,41
574,220,2023-04-23,91.85,EUR,10,27
575,422,2023-06-08,344.57,EUR,6,7
576,698,2023-09-02,327.46,EUR,10,13
577,896,2023-04-19,369.72,EUR,1,26
578,443,2023-11-18,75.07,GBP,5,2
579,737,2023-01-18,477.17,GBP,4,37
580,14,2023-09-17,28.65,EUR,7,37
581,213,2023-08-06,233.39,EUR,1,42
582,669,2023-12-24,306.76,GBP,2,22
583,680,2023-12-10,90.31,EUR,10,34
584,452,2023-03-29,226.05,EUR,4,22
585,845,2023-09-01,63.88,EUR,8,38
586,447,2023-09-20,220.94,USD,6,16
587,743,2024-01-09,40.69,GBP,5,8
588,381,2023-04-10,327.38,USD,3,3
589,325,2023-12-23,19.73,RUB,4,41
590,367,2024-01-20,254.99,RUB,4,16
591,179,2023-12-28,169.22,GBP,6,1
592,48,2023-09-07,290.61,GBP,1,12
593,990,2023-05-20,353.91,RUB,6,7
594,614,2023-10-14,46.36,RUB,6,42
595,627,2023-07-04,244.07,EUR,6,26
596,631,2023-01-01,241.98,USD,2,20
597,168,2023-05-23,123.4,USD,7,17
598,822,2023-04-05,394.62,RUB,5,1
599,885,2023-02-02,192.91,USD,4,23
600,272,2024-02-23,469.08,EUR,1,26
601,6,2023-01-03,355.0,EUR,5,19
602,55,2023-07-05,338.83,EUR,2,14
603,945,2023-02-23,240.5,GBP,10,16
604,272,2023-03-19,405.0,RUB,10,5
605,693,2023-11-16,29.0,USD,2,22
606,876,2023-06-26,1.91,EUR,9,31
607,728,2023-01-17,276.01,USD,4,34
608,610,2023-05-11,122.97,GBP,8,41
609,630,2023-01-12,58.66,GBP,4,24
610,883,2023-12-31,147.13,USD,8,2
611,479,2023-07-31,287.96,RUB,4,45
612,404,2023-11-09,177.94,USD,4,7
