id,player_id,deposit_date,provider_id,amount,currency
68,266,2023-01-06,1,943.98,EUR
69,743,2023-05-23,1,78.34,USD
70,681,2023-03-18,7,841.25,EUR
71,755,2023-03-22,8,622.62,GBP
72,597,2023-06-16,5,189.55,GBP
73,805,2023-04-24,1,363.28,USD
74,78,2023-08-25,10,824.66,USD
75,994,2023-06-16,9,43.92,EUR
76,680,2023-02-11,1,441.3,GBP
77,319,2024-02-16,6,621.66,EUR
78,523,2023-06-13,10,410.46,RUB
79,255,2024-02-05,2,978.7,EUR
80,236,2023-07-08,2,329.09,GBP
81,659,2023-03-30,10,770.61,GBP
82,151,2023-05-23,6,120.1,GBP
83,379,2023-01-15,8,150.22,USD
84,595,2023-05-13,8,370.28,EUR
85,511,2024-02-08,5,646.28,RUB
86,395,2023-08-23,3,252.25,GBP
87,226,2023-12-06,9,918.95,EUR
88,652,2023-04-18,3,58.27,USD
89,894,2023-07-26,4,103.7,GBP
90,358,2023-08-10,4,13.1,EUR
91,424,2023-05-22,9,148.49,RUB
92,888,2023-11-19,1,750.83,USD
93,589,2023-05-07,3,709.99,EUR
94,626,2023-10-10,9,206.79,EUR
95,248,2023-05-25,10,893.41,EUR
96,744,2024-01-05,4,134.58,RUB
97,761,2023-12-24,6,39.31,RUB
98,140,2023-11-17,2,463.67,EUR
99,547,2023-08-21,5,583.98,EUR
100,550,2023-08-04,1,245.38,RUB
101,664,2023-03-11,7,583.64,GBP
102,264,2023-01-23,8,501.88,GBP
103,741,2023-04-27,10,333.45,EUR
104,74,2023-10-09,10,679.83,EUR
105,109,2023-12-21,5,28.51,EUR
106,890,2023-03-24,1,403.05,USD
107,337,2023-06-20,6,624.88,USD
108,322,2023-01-24,10,291.41,USD
109,504,2023-03-06,6,869.86,RUB
110,265,2023-03-02,5,775.22,USD
111,401,2023-03-20,4,984.9,RUB
112,261,2023-06-14,2,477.77,USD
113,79,2023-03-11,3,168.44,RUB
114,996,2023-01-03,10,746.79,EUR
115,68,2023-06-24,5,109.45,USD
116,65,2023-10-10,7,559.22,GBP
117,767,2023-03-07,1,784.17,EUR
118,501,2024-01-13,8,744.33,EUR
119,776,2023-02-24,7,575.83,RUB
120,158,2023-07-26,1,954.39,USD
121,704,2023-07-14,2,68.59,GBP
122,686,2023-07-19,3,673.01,EUR
123,496,2024-02-19,4,452.36,USD
124,303,2023-11-06,6,336.69,GBP
125,991,2023-10-03,7,73.03,RUB
126,292,2023-08-02,4,871.66,EUR
127,425,2023-05-12,9,586.9,GBP
128,547,2023-07-29,8,226.88,GBP
129,505,2023-10-18,8,281.05,GBP
130,928,2023-09-12,2,390.94,RUB
131,690,2024-01-28,8,956.73,USD
132,377,2023-07-11,7,795.06,EUR
133,241,2023-01-08,1,919.05,EUR
134,330,2023-05-18,9,322.77,EUR
135,138,2023-12-28,2,298.25,USD
136,153,2023-10-30,9,991.8,GBP
137,555,2023-09-30,9,574.03,GBP
138,6,2023-10-16,10,65.42,GBP
139,378,2023-05-21,8,762.37,GBP
140,988,2023-11-13,6,799.72,EUR
141,920,2023-10-16,5,790.11,USD
142,376,2023-03-14,6,366.3,EUR
143,560,2023-05-04,9,255.18,EUR
144,136,2023-05-03,9,633.11,GBP
145,760,2023-08-20,7,289.68,RUB
146,994,2023-07-06,8,637.85,GBP
147,918,2023-07-11,4,606.76,GBP
148,444,2023-12-20,4,359.13,USD
149,610,2024-01-04,9,335.77,EUR
150,12,2023-08-24,3,727.97,GBP
151,821,2024-01-06,8,533.65,EUR
152,143,2023-12-23,4,744.05,USD
153,222,2023-03-28,10,33.22,EUR
154,451,2023-04-14,1,702.16,USD
155,172,2023-10-03,9,828.73,USD
156,929,2023-03-11,5,882.79,RUB
157,725,2023-03-02,9,179.62,EUR
158,701,2023-04-22,7,743.31,RUB
159,543,2023-09-27,4,187.34,GBP
160,476,2023-02-04,5,287.2,USD
161,849,2023-03-25,1,275.37,RUB
162,596,2023-06-08,9,216.56,RUB
163,399,2023-07-29,10,388.53,RUB
164,945,2023-08-10,2,466.89,RUB
165,151,2023-03-15,9,648.56,USD
166,634,2023-11-23,6,678.02,GBP
167,568,2023-08-31,8,850.56,GBP
168,500,2023-12-13,2,327.02,USD
169,365,2023-02-06,6,654.96,EUR
170,488,2024-01-31,2,499.98,EUR
171,299,2023-09-28,6,455.88,EUR
172,626,2024-01-16,10,139.02,GBP
173,871,2024-02-29,3,555.1,USD
174,541,2023-11-22,2,186.78,GBP
175,493,2023-08-21,7,331.74,GBP
176,444,2023-01-04,9,125.68,USD
177,38,2023-06-22,1,85.72,EUR
178,126,2023-11-29,3,889.0,GBP
179,67,2024-02-21,8,229.27,USD
180,892,2023-08-12,2,574.18,RUB
181,247,2023-05-19,10,976.34,USD
182,918,2023-03-29,3,302.11,USD
183,450,2023-07-20,2,247.43,USD
184,943,2023-11-18,6,468.57,EUR
185,111,2023-07-23,2,731.94,GBP
186,24,2024-02-11,10,790.28,GBP
187,414,2024-02-21,7,347.81,RUB
188,47,2023-02-14,9,515.61,RUB
189,378,2023-10-02,1,260.44,GBP
190,665,2023-10-19,2,82.07,EUR
191,767,2023-04-05,8,261.63,EUR
192,101,2023-02-20,3,833.1,EUR
193,88,2023-03-06,7,619.61,USD
194,683,2023-09-04,9,686.11,GBP
195,97,2023-05-13,2,956.56,RUB
196,191,2024-02-17,3,551.53,EUR
197,118,2023-02-27,7,292.89,GBP
198,164,2023-10-01,9,188.57,GBP
199,572,2023-12-22,6,246.02,USD
200,859,2023-12-08,7,661.5,RUB
201,785,2023-10-11,9,783.43,GBP
202,662,2023-09-04,6,716.5,EUR
203,221,2023-07-02,4,821.61,USD
204,636,2023-03-20,6,354.52,RUB
205,536,2023-04-17,8,104.2,RUB
206,780,2023-09-05,3,690.54,GBP
207,173,2023-11-17,2,477.21,USD
208,60,2023-03-08,4,837.77,EUR
209,250,2023-07-18,5,959.15,GBP
210,460,2023-09-09,8,267.92,GBP
211,597,2023-04-26,2,562.2,GBP
212,969,2023-08-07,7,617.75,USD
213,135,2024-02-15,3,881.84,GBP
214,541,2023-03-24,10,805.93,EUR
215,917,2023-08-11,7,670.67,EUR
216,619,2023-11-15,1,952.98,RUB
217,962,2023-03-15,3,378.9,EUR
218,45,2023-06-26,5,652.82,EUR
219,742,2024-02-04,2,925.83,RUB
220,502,2023-07-18,10,222.47,EUR
221,298,2023-11-28,10,392.76,GBP
222,630,2023-09-15,8,109.45,EUR
223,866,2023-08-19,7,747.92,RUB
224,760,2023-12-25,7,614.56,RUB
225,551,2023-07-10,5,159.65,GBP
226,244,2024-02-03,1,649.98,RUB
227,323,2023-01-13,6,712.08,RUB
228,534,2023-10-07,6,889.67,USD
229,690,2024-01-16,6,653.7,RUB
230,796,2023-01-31,4,211.9,RUB
231,949,2023-01-28,2,11.92,RUB
232,496,2023-08-09,5,877.76,RUB
233,406,2023-12-01,3,90.58,RUB
234,76,2024-01-03,6,317.05,GBP
235,743,2023-07-16,2,36.1,RUB
236,18,2023-05-08,8,207.3,GBP
237,523,2023-04-16,7,738.16,GBP
238,753,2023-07-21,10,324.14,USD
239,232,2023-01-04,4,586.53,USD
240,71,2023-06-15,8,585.18,EUR
241,329,2023-01-08,7,730.1,USD
242,720,2023-08-07,1,258.44,EUR
243,646,2024-02-02,3,51.08,EUR
244,976,2023-06-05,4,38.91,EUR
245,479,2024-02-26,2,357.17,EUR
246,203,2023-04-08,7,223.27,RUB
247,339,2024-02-17,3,300.37,GBP
248,857,2023-07-23,10,707.81,RUB
249,459,2024-02-12,1,657.72,GBP
250,49,2023-04-02,2,221.84,GBP
251,68,2023-03-30,3,871.98,EUR
252,167,2023-02-21,3,77.88,USD
253,722,2023-05-14,10,931.33,GBP
254,639,2023-06-17,8,314.93,EUR
255,80,2023-12-11,10,42.47,EUR
256,691,2023-06-24,3,976.1,EUR
257,623,2023-12-17,6,308.15,GBP
258,312,2023-10-08,3,62.87,GBP
259,262,2023-03-07,8,919.88,EUR
260,47,2023-09-30,3,796.35,USD
261,21,2023-04-01,6,850.57,RUB
262,282,2023-11-10,3,95.53,EUR
263,745,2023-04-07,8,991.74,RUB
264,940,2024-01-20,6,23.22,GBP
265,4,2023-05-11,3,690.71,RUB
266,754,2023-05-06,8,344.87,GBP
267,36,2023-09-22,5,261.05,GBP
268,392,2023-06-28,5,824.38,EUR
269,602,2023-04-08,5,97.61,GBP
270,770,2023-07-24,10,158.08,USD
271,445,2023-01-06,9,278.09,RUB
272,859,2023-08-17,5,562.55,USD
273,20,2023-09-10,1,365.3,EUR
274,236,2023-05-30,4,943.66,GBP
275,230,2023-06-28,2,95.09,EUR
276,666,2023-04-16,9,842.32,RUB
277,980,2023-09-04,1,186.92,RUB
278,237,2023-01-25,3,426.65,RUB
279,721,2023-01-25,2,570.76,GBP
280,836,2023-03-31,6,37.15,EUR
281,324,2023-12-09,6,950.87,USD
282,816,2023-06-22,4,59.92,USD
283,506,2023-02-03,2,720.68,EUR
284,383,2023-01-30,10,639.47,GBP
285,536,2023-01-14,3,303.3,EUR
286,610,2023-04-30,5,619.28,USD
287,284,2023-09-21,2,129.85,GBP
288,964,2024-01-31,6,492.22,USD
289,939,2023-06-02,9,578.11,USD
290,962,2023-01-29,9,423.89,GBP
291,453,2023-03-15,3,616.79,GBP
292,771,2023-01-04,6,845.76,GBP
293,984,2023-05-05,9,664.0,RUB
294,275,2023-06-03,4,352.16,GBP
295,969,2023-08-16,10,261.92,USD
296,25,2023-07-21,5,266.11,RUB
297,772,2023-05-22,1,275.61,EUR
298,656,2023-10-25,6,413.67,EUR
299,907,2023-08-07,10,765.21,RUB
300,484,2023-06-06,1,888.16,EUR
301,444,2023-09-26,2,645.12,EUR
302,95,2023-02-08,4,335.93,USD
303,844,2024-02-04,3,553.15,USD
304,21,2023-05-30,10,952.42,EUR
305,166,2023-05-30,4,193.81,EUR
306,601,2023-06-17,3,75.88,GBP
307,126,2024-02-18,1,252.12,GBP
308,23,2023-05-15,1,893.51,GBP
309,572,2023-07-03,8,568.74,USD
310,854,2023-11-25,6,482.17,GBP
311,745,2023-07-18,3,895.23,GBP
312,607,2024-01-13,5,101.63,RUB
313,899,2023-03-27,10,343.0,USD
314,54,2024-02-15,5,878.15,EUR
315,502,2023-09-14,6,476.15,USD
316,561,2023-05-13,9,876.77,GBP
317,711,2023-07-25,5,366.12,GBP
318,252,2023-10-27,3,876.08,GBP
319,173,2023-01-06,2,902.49,RUB
320,449,2024-02-26,6,800.74,GBP
321,118,2023-10-03,10,305.91,RUB
322,189,2023-11-24,10,29.13,GBP
323,58,2023-07-14,9,719.83,GBP
324,839,2023-07-24,7,16.27,EUR
325,487,2023-06-08,10,836.69,EUR
326,93,2023-11-06,9,632.86,EUR
327,89,2023-07-13,1,330.07,EUR
328,669,2023-06-30,8,447.25,GBP
329,823,2023-11-08,10,867.23,EUR
330,890,2023-07-02,8,405.25,EUR
331,964,2023-06-11,5,897.12,RUB
332,685,2023-01-24,6,489.68,USD
333,699,2023-06-24,9,89.86,GBP
334,59,2023-01-18,2,345.06,GBP
335,801,2023-09-04,7,332.27,RUB
336,103,2023-05-09,4,301.58,RUB
337,177,2023-11-27,9,89.45,USD
338,509,2023-09-04,2,936.44,EUR
339,247,2023-06-14,3,931.72,EUR
340,993,2023-06-12,3,117.64,RUB
341,535,2024-02-03,9,800.12,RUB
342,801,2023-03-18,9,623.97,RUB
343,815,2023-01-23,2,340.07,EUR
344,329,2023-09-01,10,494.08,GBP
345,144,2023-08-29,3,894.04,RUB
346,514,2023-08-10,10,985.09,USD
347,617,2024-01-05,6,486.09,EUR
348,599,2024-02-24,10,308.38,USD
349,700,2023-06-29,10,274.36,EUR
350,295,2023-11-13,6,128.18,RUB
351,798,2023-06-09,4,635.66,USD
352,690,2023-09-28,3,362.09,EUR
353,952,2023-06-30,10,750.15,USD
354,333,2023-10-22,7,13.65,USD
355,969,2023-08-30,4,462.56,RUB
356,826,2024-01-01,1,517.06,GBP
357,3,2023-04-11,5,423.91,GBP
358,864,2023-11-01,6,694.68,USD
359,885,2023-07-08,2,141.15,RUB
360,321,2023-10-21,9,486.39,EUR
361,778,2023-08-21,5,116.99,GBP
362,33,2023-03-21,1,877.55,RUB
363,937,2023-11-26,2,218.65,EUR
364,39,2023-01-12,2,196.51,RUB
365,769,2023-10-29,10,673.5,USD
366,238,2024-01-02,8,55.36,EUR
367,132,2024-02-15,4,813.13,RUB
368,484,2023-06-20,3,114.7,EUR
369,625,2023-11-19,4,392.89,RUB
370,905,2023-12-26,10,950.71,GBP
371,398,2023-07-29,3,495.25,RUB
372,353,2023-11-09,6,210.55,GBP
373,23,2023-04-08,2,185.37,RUB
374,343,2023-08-29,7,242.62,USD
375,779,2023-10-03,2,224.19,RUB
376,595,2023-10-24,7,453.56,RUB
377,612,2023-08-24,5,614.78,EUR
378,418,2023-10-12,3,672.84,EUR
379,337,2023-11-04,8,242.94,GBP
380,592,2023-12-22,9,117.19,EUR
381,842,2023-04-23,10,86.46,USD
382,987,2023-12-09,4,632.54,EUR
383,578,2023-08-22,7,17.63,EUR
384,590,2023-12-01,2,570.55,GBP
385,297,2024-02-13,2,543.13,RUB
386,647,2023-08-04,4,259.34,GBP
387,622,2023-03-05,9,117.75,EUR
388,242,2024-02-07,6,369.56,RUB
389,383,2023-10-12,3,356.06,RUB
390,673,2023-07-02,9,573.19,EUR
391,848,2023-11-06,5,584.6,USD
392,910,2023-07-05,3,836.74,EUR
393,614,2023-10-18,10,525.51,RUB
394,151,2023-02-17,9,593.75,RUB
395,185,2023-02-18,5,570.79,EUR
396,425,2023-08-27,8,710.12,USD
397,72,2023-05-30,2,185.4,GBP
398,55,2023-08-08,3,190.35,USD
399,105,2023-08-16,7,861.95,USD
400,73,2024-01-13,4,167.7,EUR
401,556,2023-06-11,8,808.2,GBP
402,356,2023-11-01,1,124.97,EUR
403,361,2023-10-19,4,460.85,EUR
404,997,2023-08-14,9,356.26,GBP
405,900,2024-01-21,7,71.52,RUB
406,504,2024-01-16,3,660.01,GBP
407,722,2023-09-13,10,167.6,USD
408,773,2023-02-22,4,38.48,GBP
409,376,2023-01-20,5,664.08,USD
410,979,2023-08-07,2,584.03,RUB
411,617,2023-12-17,6,405.4,RUB
412,390,2023-04-08,3,564.5,USD
413,637,2023-02-04,8,715.11,USD
414,704,2023-03-06,5,623.7,EUR
415,470,2023-04-17,2,350.77,RUB
416,787,2023-07-31,2,661.62,RUB
417,986,2023-12-21,5,179.95,USD
418,476,2023-03-12,1,353.64,GBP
419,430,2023-03-30,5,904.81,RUB
420,250,2023-09-29,1,79.29,GBP
421,781,2023-04-25,2,379.19,RUB
422,621,2023-01-09,1,946.18,GBP
423,493,2023-02-25,1,628.4,GBP
424,667,2023-01-22,10,379.37,EUR
425,362,2023-12-31,9,992.41,GBP
426,945,2023-02-04,6,338.4,USD
427,53,2023-07-12,1,949.23,EUR
428,726,2023-04-11,10,694.68,EUR
429,305,2024-02-11,5,648.52,USD
430,803,2023-10-29,4,543.47,RUB
431,717,2023-02-12,2,978.22,RUB
432,591,2023-06-29,2,965.78,RUB
433,294,2023-02-24,2,221.97,RUB
434,720,2023-01-20,3,344.33,GBP
435,68,2023-09-07,9,198.14,USD
436,882,2024-01-06,2,573.36,GBP
437,970,2024-02-29,2,498.23,USD
438,33,2024-02-22,1,328.16,EUR
439,34,2023-09-14,9,748.3,EUR
440,923,2024-01-19,7,285.81,EUR
441,878,2023-09-23,10,484.07,RUB
442,685,2023-03-11,4,387.77,EUR
443,216,2023-06-23,9,759.16,USD
444,9,2023-06-13,3,798.54,EUR
445,324,2024-02-06,1,795.51,GBP
446,69,2023-10-30,3,371.24,EUR
447,405,2024-01-17,8,654.13,EUR
448,737,2023-11-27,6,290.73,RUB
449,954,2023-03-27,10,851.19,GBP
450,329,2023-05-13,8,346.04,USD
451,262,2023-05-15,6,146.6,RUB
452,272,2023-09-04,1,119.03,RUB
453,517,2023-06-12,1,20.76,EUR
454,151,2023-08-01,6,572.22,GBP
455,766,2023-11-09,9,251.06,EUR
456,459,2024-02-25,6,545.87,GBP
457,962,2023-03-31,1,792.65,GBP
458,242,2023-03-20,6,612.01,USD
459,304,2023-07-05,4,923.26,EUR
460,210,2024-01-05,7,180.26,RUB
461,771,2023-11-01,5,295.21,EUR
462,994,2023-02-04,2,806.87,GBP
463,113,2024-01-24,4,980.05,USD
464,124,2023-06-03,3,505.66,USD
465,466,2024-02-08,7,906.77,RUB
466,788,2023-07-31,3,502.9,GBP
467,735,2023-03-16,2,632.26,EUR
468,411,2024-01-20,4,618.53,USD
469,512,2023-03-19,2,697.13,EUR
470,749,2024-01-14,5,26.08,EUR
471,707,2023-05-25,8,678.08,USD
472,178,2023-03-04,4,240.1,GBP
473,56,2024-02-15,3,581.77,RUB
474,989,2023-10-31,2,533.25,RUB
475,839,2023-08-06,10,749.17,RUB
476,492,2023-04-02,1,879.68,USD
477,994,2023-12-02,6,19.81,RUB
478,987,2023-09-21,3,313.97,RUB
479,543,2023-08-01,4,82.36,EUR
480,816,2023-03-21,4,968.58,USD
481,633,2023-03-12,1,806.55,EUR
482,63,2023-09-03,8,764.12,EUR
483,174,2023-09-20,4,969.18,EUR
484,249,2024-02-07,7,675.54,GBP
485,865,2023-12-22,1,513.15,RUB
486,676,2023-03-06,1,353.11,EUR
487,749,2023-12-23,9,592.6,RUB
488,660,2023-12-09,8,552.54,USD
489,80,2023-08-22,6,491.2,USD
490,640,2023-10-08,8,707.39,USD
491,935,2023-03-23,10,563.87,RUB
492,93,2023-06-19,9,194.89,EUR
493,522,2023-03-23,9,548.19,RUB
494,822,2023-08-19,9,150.56,GBP
495,660,2023-09-30,2,698.35,EUR
496,90,2023-11-09,8,203.06,USD
497,295,2024-02-13,6,472.86,RUB
498,545,2023-05-14,10,645.86,RUB
499,853,2024-02-19,10,840.06,USD
500,583,2023-01-14,2,305.69,RUB
501,71,2023-10-06,1,364.42,GBP
502,954,2023-10-05,2,957.97,EUR
503,886,2023-07-14,4,184.78,EUR
504,992,2023-07-12,6,205.46,GBP
505,446,2023-07-31,3,565.75,USD
506,340,2023-04-20,4,905.58,EUR
507,114,2023-07-23,8,508.66,USD
508,97,2023-02-19,6,729.13,EUR
509,732,2023-12-30,10,628.5,USD
510,328,2023-12-03,2,924.82,RUB
511,65,2024-02-23,5,446.49,GBP
512,324,2023-12-31,8,618.43,EUR
513,447,2023-03-01,3,239.23,USD
514,418,2023-03-16,3,150.11,GBP
515,846,2023-10-29,3,677.53,GBP
516,121,2023-08-04,1,563.23,RUB
517,261,2023-12-26,2,594.89,RUB
518,928,2023-04-03,9,812.1,GBP
519,611,2023-02-09,4,415.84,RUB
520,372,2023-12-31,2,670.99,GBP
521,196,2023-06-19,3,158.65,EUR
522,678,2023-10-06,1,431.67,EUR
523,646,2023-07-18,6,170.09,USD
524,847,2024-02-27,6,198.02,USD
525,138,2023-02-15,6,297.49,RUB
526,550,2024-02-14,10,882.51,EUR
527,102,2023-11-19,2,288.6,RUB
528,331,2023-11-09,4,984.65,RUB
529,118,2023-08-13,4,881.06,EUR
530,995,2024-02-24,2,213.45,USD
531,23,2023-08-28,9,483.94,GBP
532,271,2024-01-13,6,680.1,GBP
533,876,2024-02-13,2,599.73,RUB
534,363,2023-03-15,4,660.32,RUB
535,59,2023-07-04,1,808.95,RUB
536,982,2023-07-24,4,330.31,EUR
537,361,2023-01-14,8,748.18,RUB
538,127,2023-01-04,7,337.34,EUR
539,234,2023-05-07,4,971.14,GBP
540,495,2023-02-11,7,410.7,USD
541,68,2023-12-23,2,703.01,EUR
542,580,2024-01-26,4,936.52,EUR
543,292,2023-01-30,5,558.38,RUB
544,427,2023-01-08,10,127.0,GBP
545,666,2023-03-30,9,453.96,RUB
546,810,2024-02-09,10,100.46,GBP
547,987,2023-03-24,4,962.62,USD
548,346,2023-11-28,3,88.45,GBP
549,655,2023-08-26,2,576.9,GBP
550,822,2024-02-16,3,943.79,RUB
551,472,2023-04-23,5,13.77,EUR
552,454,2023-04-12,1,414.91,USD
553,918,2023-05-10,6,475.79,RUB
554,258,2023-10-24,6,757.7,RUB
555,102,2023-05-09,1,165.13,GBP
556,914,2023-04-29,1,286.54,USD
557,332,2023-07-09,6,883.59,USD
558,715,2023-12-21,3,155.8,USD
559,197,2023-07-05,9,309.83,USD
560,927,2023-05-11,7,230.32,EUR
561,937,2023-10-08,8,12.23,RUB
562,236,2023-03-10,7,984.27,GBP
563,111,2024-02-21,7,215.67,USD
564,577,2024-01-07,3,644.17,GBP
565,377,2024-02-02,2,882.58,USD
566,113,2023-09-18,9,919.18,RUB
567,791,2023-10-06,8,858.61,USD
568,397,2024-01-18,9,134.65,GBP
569,268,2023-01-14,1,879.58,EUR
570,751,2023-11-04,1,676.18,USD
571,87,2023-03-26,3,684.21,GBP
572,20,2023-11-04,10,931.32,EUR
573,845,2023-12-14,9,41.78,USD
574,655,2023-09-18,6,347.12,RUB
575,464,2023-08-30,5,361.12,EUR
576,248,2023-06-13,5,850.64,GBP
577,300,2023-03-12,2,430.34,RUB
578,624,2024-02-21,1,584.98,RUB
579,182,2023-11-07,5,533.24,EUR
580,251,2023-07-10,10,986.27,RUB
581,642,2023-06-19,8,109.57,USD
582,240,2024-02-02,8,747.68,GBP
583,966,2023-09-08,7,707.52,USD
584,65,2023-08-28,5,473.62,GBP
585,849,2023-08-31,2,938.88,RUB
586,286,2023-01-26,3,680.73,USD
587,80,2023-10-09,6,427.14,RUB
588,436,2023-10-03,5,577.24,USD
589,659,2023-07-23,3,297.06,EUR
590,35,2023-08-06,5,241.38,USD
591,6,2023-11-25,1,573.8,USD
592,174,2023-11-17,8,569.81,EUR
593,59,2023-05-13,1,749.92,USD
594,314,2023-07-23,2,318.46,RUB
595,164,2024-01-27,1,203.57,EUR
596,861,2023-08-08,6,714.15,EUR
597,454,2023-04-25,10,715.07,EUR
598,42,2023-02-02,8,546.83,EUR
599,282,2023-03-12,2,105.36,GBP
600,856,2023-10-17,7,74.08,RUB
601,476,2023-11-04,7,24.04,GBP
602,92,2023-11-15,3,467.37,EUR
603,573,2023-11-24,6,624.68,EUR
604,223,2023-09-23,3,727.33,EUR
605,123,2023-07-29,6,642.05,USD
606,558,2023-12-21,1,849.56,EUR
607,305,2023-02-16,2,206.59,USD
608,301,2023-02-07,2,486.97,RUB
609,19,2023-01-07,5,384.13,GBP
610,955,2023-08-26,4,943.49,USD
611,919,2023-10-27,9,877.44,USD
612,951,2024-01-13,7,391.51,USD
613,607,2023-04-16,4,491.78,GBP
614,294,2023-11-04,9,626.75,RUB
615,876,2023-08-16,1,525.97,USD
616,926,2023-04-13,9,621.38,GBP
617,267,2023-03-21,1,916.12,RUB
618,974,2024-02-03,4,250.1,EUR
619,342,2023-08-08,8,850.39,GBP
620,877,2023-03-20,2,196.22,USD
621,379,2023-01-09,10,502.22,GBP
622,663,2023-06-03,9,547.99,USD
623,451,2023-11-06,9,856.38,USD
624,578,2023-08-21,6,508.27,GBP
625,439,2024-02-28,6,130.34,EUR
626,79,2023-07-22,9,840.49,GBP
627,19,2024-01-08,8,246.68,RUB
628,535,2023-10-23,5,800.29,RUB
629,819,2023-08-03,5,684.87,GBP
630,808,2023-04-21,4,606.99,GBP
631,130,2023-12-01,8,246.83,RUB
632,800,2023-08-25,10,904.92,EUR
633,757,2023-05-10,3,807.82,USD
634,1000,2023-01-18,9,998.97,RUB
635,647,2023-08-19,10,322.44,RUB
636,995,2024-01-07,5,600.14,GBP
637,277,2023-09-11,3,192.25,RUB
638,69,2023-08-15,5,617.49,USD
639,661,2023-11-14,6,215.67,RUB
640,345,2023-09-08,7,435.42,USD
641,349,2023-12-29,4,713.18,GBP
642,496,2023-10-08,7,982.33,USD
643,246,2023-09-20,3,695.91,USD
644,472,2023-02-11,8,105.81,EUR
645,581,2023-08-03,3,700.38,RUB
646,193,2023-08-10,5,831.71,USD
647,422,2023-02-20,9,89.85,GBP
648,470,2023-10-18,3,79.23,GBP
649,772,2023-07-04,5,101.58,RUB
650,366,2023-10-16,5,670.85,EUR
651,159,2023-12-26,5,739.61,GBP
652,364,2023-05-05,1,149.6,EUR
653,857,2023-06-07,1,54.13,USD
654,823,2023-09-09,2,637.26,EUR
655,210,2023-03-13,1,659.95,RUB
656,430,2024-02-24,2,521.98,RUB
657,411,2023-06-29,5,682.01,GBP
658,611,2023-08-07,4,423.8,USD
659,716,2023-12-22,9,634.83,USD
660,402,2023-01-14,9,238.4,EUR
661,710,2024-02-15,9,946.45,RUB
662,818,2023-02-26,1,758.69,RUB
663,247,2023-12-25,9,244.72,GBP
664,949,2023-04-25,8,395.17,EUR
665,915,2024-01-07,6,627.66,EUR
666,193,2023-12-15,8,609.85,EUR
667,670,2023-11-26,6,971.47,RUB
668,428,2023-09-11,3,971.68,USD
669,507,2024-02-01,10,184.41,USD
670,832,2023-07-15,3,377.28,EUR
671,240,2023-06-06,2,688.74,RUB
672,742,2023-08-24,8,487.55,RUB
